task_name,priority,category,deadline_gap,estimated_time,actual_time,status,completion_rate,created_at
Practice coding problems,Medium,Study,14,3.89,5.69,Completed,1.46,2025-12-14 17:54:12
Review technical whitepaper,Medium,Study,8,4.78,7.66,Completed,1.6,2026-01-15 20:30:43
Update project timeline,Medium,Work,13,3.84,4.17,Completed,1.09,2025-11-08 02:38:42
Analyze user metrics,Medium,Work,7,0.5,0.77,Completed,1.54,2026-01-14 02:45:41
File expense reports,Low,Personal,26,7.53,6.19,Completed,0.82,2025-12-03 11:17:42
File expense reports,Low,Personal,28,8.53,12.23,Completed,1.43,2026-03-01 14:21:15
Analyze dataset,Medium,Study,8,1.13,1.81,Completed,1.6,2026-01-22 23:24:01
Attend stakeholder meeting,Medium,Work,6,2.9,3.95,Completed,1.36,2025-12-09 06:58:21
Read documentation,Medium,Study,10,1.59,2.15,Completed,1.35,2025-11-05 06:47:40
Write test cases,Low,Work,27,0.5,0.64,Completed,1.28,2026-01-16 14:07:43
Optimize database query,Low,Work,11,0.5,0.59,Completed,1.18,2026-04-02 22:09:22
Write test cases,Low,Work,18,0.5,0.54,Completed,1.08,2026-02-02 02:41:55
Prepare sales forecast,High,Work,6,2.27,2.39,Completed,1.05,2026-03-19 08:52:39
Prepare healthy lunch,High,Health,6,2.82,2.42,Completed,0.86,2025-12-15 07:40:07
Plan weekly schedule,Low,Personal,23,2.15,2.89,Completed,1.34,2026-02-21 17:04:57
Conduct team standup,Low,Work,15,1.33,1.65,Completed,1.24,2026-03-17 14:38:48
Create sprint backlog,Medium,Work,6,0.5,0.64,Completed,1.28,2026-01-12 00:21:43
Refactor authentication module,High,Work,3,3.52,4.13,Completed,1.17,2026-03-23 11:14:42
Conduct team standup,Low,Work,27,20.12,27.58,Completed,1.37,2025-12-06 04:58:31
Analyze dataset,High,Study,5,3.66,4.11,Completed,1.12,2026-03-06 16:07:41
Read documentation,Medium,Study,6,2.7,2.18,Completed,0.81,2025-11-10 23:07:56
Schedule team outing,Medium,Personal,12,0.5,0.8,Completed,1.6,2025-10-25 21:30:37
Write test cases,Medium,Work,7,0.5,0.58,Completed,1.16,2026-03-05 09:55:52
Practice coding problems,Medium,Study,3,3.09,3.64,Completed,1.18,2026-02-12 22:43:27
Write research summary,High,Study,4,0.72,0.81,Completed,1.13,2026-02-14 08:42:19
Plan weekly schedule,Medium,Personal,3,0.8,0.97,Completed,1.21,2026-01-10 21:45:02
Review technical whitepaper,Low,Study,21,3.18,5.37,Completed,1.69,2026-03-20 07:20:46
Plan commute route,Medium,Personal,10,3.3,3.85,Completed,1.17,2026-01-09 18:28:20
Schedule team outing,Medium,Personal,11,0.5,0.53,Completed,1.06,2025-12-17 17:28:34
Update personal budget,Medium,Personal,14,0.89,1.18,Completed,1.33,2025-11-08 02:53:17
Clean inbox,High,Personal,7,7.56,7.44,Completed,0.98,2026-02-23 20:09:58
Set up CI pipeline,High,Work,5,7.37,9.14,Completed,1.24,2026-01-12 05:37:41
Set up CI pipeline,Medium,Work,6,1.76,1.53,Completed,0.87,2026-01-20 07:40:21
Track daily nutrients,Medium,Health,13,7.61,10.62,Completed,1.4,2026-03-03 08:16:52
Organize workspace,High,Personal,4,0.98,1.21,Completed,1.23,2026-01-14 00:53:57
Deploy to staging,High,Work,2,1.2,1.48,Completed,1.23,2026-03-18 01:48:43
Write test cases,High,Work,7,1.62,1.8,Completed,1.11,2026-03-26 01:44:09
Prepare client proposal,Medium,Work,3,0.59,0.49,Completed,0.83,2025-12-09 15:05:18
Debug production issue,Medium,Work,7,3.67,3.54,Completed,0.96,2026-01-21 10:11:55
Review insurance documents,Medium,Personal,6,0.5,0.57,Completed,1.14,2026-01-04 11:18:11
Analyze dataset,High,Study,3,0.5,0.55,Completed,1.1,2026-03-05 02:23:40
Plan weekly schedule,High,Personal,4,2.4,3.0,Completed,1.25,2026-03-01 15:36:40
Review quarterly report,High,Work,2,2.6,2.74,Completed,1.05,2026-02-23 18:21:06
Optimize database query,Low,Work,30,6.95,10.03,Completed,1.44,2026-03-23 00:39:40
Write test cases,High,Work,7,0.5,0.59,Completed,1.18,2026-02-03 16:07:52
Learn new framework,High,Study,1,0.5,0.7,Completed,1.4,2025-11-20 14:22:53
Evening run,High,Health,6,0.5,0.54,Completed,1.08,2025-12-02 20:48:49
Read documentation,Low,Study,25,1.34,1.45,Completed,1.08,2026-03-04 04:22:19
Prepare presentation slides,Low,Study,23,5.26,8.57,Completed,1.63,2026-01-09 03:02:15
Yoga practice,High,Health,6,0.5,0.66,Completed,1.32,2025-11-24 20:59:30
Review lecture notes,High,Study,3,8.7,9.2,Completed,1.06,2025-12-19 08:52:50
Complete online course module,Low,Study,9,6.05,7.83,Completed,1.29,2026-02-08 11:59:31
Review pull request,Low,Work,25,14.47,14.78,Completed,1.02,2026-03-30 11:11:41
Refactor authentication module,Low,Work,16,28.99,33.34,Completed,1.15,2026-03-14 00:33:50
Read documentation,High,Study,3,0.5,0.71,Completed,1.42,2025-12-30 02:27:45
Track daily nutrients,High,Health,2,0.5,0.57,Completed,1.14,2026-02-28 02:02:00
Complete online course module,High,Study,1,0.5,0.52,Completed,1.04,2026-01-26 21:57:37
Attend stakeholder meeting,Medium,Work,11,1.82,1.81,Completed,0.99,2025-11-03 08:38:42
Update CRM records,Medium,Work,6,2.07,2.34,Completed,1.13,2025-10-21 08:13:35
Plan commute route,High,Personal,5,2.93,3.82,Completed,1.3,2025-11-06 06:16:00
Review insurance documents,Low,Personal,30,0.5,0.66,Completed,1.32,2026-01-25 09:41:56
Prepare client proposal,Medium,Work,10,1.49,2.02,Completed,1.36,2025-12-07 07:28:16
Deploy to staging,High,Work,1,1.23,1.39,Completed,1.13,2026-02-23 07:33:09
Deploy to staging,High,Work,3,1.18,1.32,Completed,1.12,2025-10-29 09:02:47
Learn new framework,Medium,Study,5,3.5,4.77,Completed,1.36,2025-11-26 23:57:05
Meditation session,High,Health,5,2.6,3.14,Completed,1.21,2026-04-06 08:51:35
Analyze dataset,Medium,Study,10,0.9,1.15,Completed,1.28,2025-10-26 18:20:28
Analyze dataset,Medium,Study,13,0.5,0.76,Completed,1.52,2026-01-10 08:31:14
Refactor authentication module,Medium,Work,10,0.5,0.59,Completed,1.18,2025-11-14 19:51:09
Prepare presentation slides,Medium,Study,10,3.87,3.32,Completed,0.86,2026-02-21 19:48:25
Set up CI pipeline,Low,Work,27,3.45,3.66,Completed,1.06,2025-11-22 19:40:29
Schedule doctor appointment,Medium,Health,3,0.96,1.38,Completed,1.44,2026-01-31 17:40:06
Update project timeline,Medium,Work,11,1.81,1.25,Completed,0.69,2026-02-22 07:45:38
Optimize database query,Low,Work,25,0.5,0.82,Completed,1.64,2025-10-26 11:22:46
Refactor authentication module,Low,Work,12,1.89,3.61,Completed,1.91,2026-03-30 20:44:34
Deploy to staging,Low,Work,19,4.5,5.31,Completed,1.18,2026-02-14 03:58:07
Conduct code review,Low,Work,25,5.73,7.5,Completed,1.31,2025-11-02 23:15:41
Optimize database query,Low,Work,28,0.53,0.57,Completed,1.08,2026-02-13 02:11:12
Update contact list,High,Personal,3,0.5,0.67,Completed,1.34,2025-10-24 05:39:56
Analyze dataset,High,Study,7,3.76,3.56,Completed,0.95,2026-02-20 01:42:40
Conduct team standup,High,Work,3,1.03,1.15,Completed,1.12,2026-03-03 17:18:23
Gym session,Low,Health,8,36.02,24.7,Completed,0.69,2026-02-02 00:56:42
Prepare sales forecast,Low,Work,24,0.52,0.62,Completed,1.19,2025-11-06 04:16:49
Prepare sales forecast,Low,Work,11,0.5,0.69,Completed,1.38,2026-01-01 18:23:25
Conduct team standup,Medium,Work,5,2.98,3.35,Completed,1.12,2025-12-21 06:45:00
Evening run,High,Health,6,1.06,1.28,Completed,1.21,2026-03-08 06:37:42
Refactor authentication module,Low,Work,12,1.63,1.77,Completed,1.09,2026-03-21 08:06:18
Prepare sales forecast,Low,Work,20,0.95,1.42,Completed,1.49,2026-03-09 12:11:54
Meditation session,Low,Health,23,0.5,0.87,Completed,1.74,2025-12-28 00:34:42
Update contact list,Medium,Personal,5,3.43,3.5,Completed,1.02,2025-12-01 19:44:35
Optimize database query,Medium,Work,11,1.57,2.14,Completed,1.36,2026-03-13 14:13:39
Update contact list,High,Personal,6,0.56,0.66,Completed,1.18,2026-02-18 19:54:37
Optimize database query,High,Work,4,1.62,1.43,Completed,0.88,2026-04-07 17:12:05
Schedule doctor appointment,Low,Health,22,1.62,1.48,Completed,0.91,2025-12-22 10:31:00
Write research summary,Low,Study,13,2.34,2.49,Completed,1.06,2025-11-10 12:05:50
Create sprint backlog,Low,Work,9,0.69,1.23,Completed,1.78,2025-10-26 22:25:08
Stretching routine,Low,Health,11,6.67,6.15,Completed,0.92,2025-12-04 06:38:33
Update CRM records,Low,Work,18,1.07,1.17,Completed,1.09,2026-02-18 01:18:16
Study research paper,Low,Study,25,4.2,5.99,Completed,1.43,2025-11-29 14:48:40
Analyze user metrics,Low,Work,26,0.5,0.45,Completed,0.9,2025-11-06 04:51:50
Study research paper,Low,Study,22,2.17,2.68,Completed,1.24,2025-11-24 02:55:00
Update project timeline,Low,Work,21,4.98,6.54,Completed,1.31,2026-04-09 05:50:31
Refactor authentication module,Medium,Work,14,6.76,6.13,Completed,0.91,2025-10-18 17:24:58
Process invoices,Low,Work,15,2.16,1.96,Completed,0.91,2026-03-23 21:54:22
Prepare sales forecast,Medium,Work,11,5.6,9.18,Completed,1.64,2025-12-19 01:50:17
Deploy to staging,Low,Work,24,13.6,15.49,Completed,1.14,2025-11-09 04:20:23
Prepare presentation slides,High,Study,7,0.5,0.41,Completed,0.82,2026-01-14 15:06:56
Update project timeline,High,Work,7,2.29,2.6,Completed,1.14,2025-10-19 14:44:52
Prepare sales forecast,High,Work,3,1.22,1.09,Completed,0.89,2026-03-21 22:46:29
Clean inbox,Low,Personal,28,3.52,3.96,Completed,1.12,2026-03-30 10:31:37
Update project timeline,Low,Work,14,1.86,1.47,Completed,0.79,2025-11-30 23:53:51
Analyze user metrics,Low,Work,20,0.77,1.08,Completed,1.4,2025-12-21 12:25:21
Track daily nutrients,High,Health,3,1.97,2.21,Completed,1.12,2025-11-09 09:01:59
Plan commute route,High,Personal,3,2.22,2.07,Completed,0.93,2026-04-02 13:13:00
Analyze user metrics,High,Work,7,1.03,1.15,Completed,1.12,2026-03-07 15:25:06
Plan weekly schedule,High,Personal,5,1.08,1.2,Completed,1.11,2025-12-23 16:11:13
Create sprint backlog,High,Work,7,0.5,0.45,Completed,0.9,2025-11-18 06:53:04
Write research summary,Medium,Study,12,0.5,0.7,Completed,1.4,2026-03-25 13:24:44
Prepare presentation slides,Medium,Study,10,2.65,3.74,Completed,1.41,2026-03-28 08:10:45
Draft email campaign,Medium,Work,12,6.78,4.52,Completed,0.67,2026-01-01 22:47:38
Write test cases,Low,Work,16,0.85,1.16,Completed,1.36,2026-01-07 00:32:07
Review pull request,Low,Work,21,2.59,3.17,Completed,1.22,2025-11-19 02:33:29
Update CRM records,High,Work,3,1.77,1.95,Completed,1.1,2025-12-22 09:29:53
Write API documentation,High,Work,1,1.4,1.41,Completed,1.01,2026-02-07 09:50:37
Refactor authentication module,High,Work,6,2.69,2.79,Completed,1.04,2026-01-28 09:37:30
Prepare presentation slides,High,Study,1,7.21,7.1,Completed,0.98,2025-12-30 09:03:03
Evening run,Low,Health,12,4.48,7.38,Completed,1.65,2025-10-30 22:23:45
Draft email campaign,Medium,Work,11,2.65,3.06,Completed,1.15,2025-10-24 08:22:01
Organize digital files,High,Personal,4,0.84,1.02,Completed,1.21,2026-01-11 01:01:44
Practice coding problems,Medium,Study,13,0.5,0.59,Completed,1.18,2026-02-05 09:03:51
Prepare presentation slides,Medium,Study,5,3.32,4.41,Completed,1.33,2025-11-30 01:24:33
Analyze dataset,Medium,Study,14,0.5,0.38,Completed,0.76,2025-10-31 08:05:18
Schedule team outing,Medium,Personal,6,8.14,7.3,Completed,0.9,2025-11-10 17:09:13
Debug production issue,High,Work,2,5.78,6.39,Completed,1.11,2026-02-23 02:01:14
Review lecture notes,High,Study,6,18.66,18.55,Completed,0.99,2025-12-12 14:27:36
Optimize database query,Low,Work,28,3.81,8.74,Completed,2.0,2025-10-27 20:47:33
Practice coding problems,Low,Study,25,0.78,1.11,Completed,1.42,2025-12-05 18:28:11
Review quarterly report,Medium,Work,14,1.35,1.53,Completed,1.13,2026-03-28 20:07:31
Read documentation,High,Study,5,0.84,0.79,Completed,0.94,2026-03-04 05:11:31
Conduct code review,Low,Work,19,0.5,0.72,Completed,1.44,2025-12-23 13:09:51
Plan commute route,Low,Personal,21,1.12,0.56,Completed,0.5,2026-04-06 15:52:25
Create sprint backlog,High,Work,5,1.87,2.05,Completed,1.1,2025-11-04 08:01:15
Update project timeline,High,Work,4,3.22,3.72,Completed,1.16,2025-10-24 04:48:28
Read documentation,High,Study,3,0.5,0.38,Completed,0.76,2026-01-28 21:55:05
Learn new framework,Low,Study,16,0.5,0.54,Completed,1.08,2026-01-18 18:42:48
Complete online course module,Low,Study,10,2.81,3.64,Completed,1.3,2026-02-07 03:43:33
Organize workspace,Low,Personal,23,3.1,2.59,Completed,0.84,2025-12-06 11:41:05
Review pull request,Medium,Work,7,3.33,4.6,Completed,1.38,2026-01-28 14:12:15
Prepare presentation slides,Medium,Study,10,0.5,0.77,Completed,1.54,2026-03-14 09:27:44
Track daily nutrients,Medium,Health,8,1.33,1.73,Completed,1.3,2026-03-22 06:35:13
Process invoices,Medium,Work,9,0.5,0.76,Completed,1.52,2026-01-28 17:07:29
Organize workspace,Low,Personal,19,0.5,0.8,Completed,1.6,2026-02-26 14:07:28
Review pull request,Low,Work,25,2.69,2.58,Completed,0.96,2025-11-19 13:34:37
Update project timeline,Medium,Work,10,4.3,5.41,Completed,1.26,2026-04-10 22:26:46
Write research summary,Medium,Study,14,2.3,1.88,Completed,0.82,2026-02-03 13:37:40
Update contact list,Medium,Personal,6,4.5,4.02,Completed,0.89,2026-03-17 09:56:44
Update CRM records,Medium,Work,12,2.96,2.82,Completed,0.95,2026-03-17 14:50:26
Draft email campaign,High,Work,5,0.5,0.61,Completed,1.22,2025-11-26 04:57:19
Review lecture notes,High,Study,3,2.97,2.7,Completed,0.91,2026-03-23 05:11:45
Debug production issue,Low,Work,20,2.54,4.23,Completed,1.67,2026-02-06 16:38:02
Review technical whitepaper,Low,Study,28,0.5,0.93,Completed,1.86,2026-01-01 23:14:47
Write API documentation,High,Work,2,0.5,0.5,Completed,1.0,2026-03-14 09:58:14
Draft email campaign,High,Work,1,11.97,11.63,Completed,0.97,2025-10-18 15:54:29
Update CRM records,High,Work,2,4.83,5.49,Completed,1.14,2026-01-20 11:41:10
Review quarterly report,Low,Work,11,2.18,3.47,Completed,1.59,2025-11-15 08:42:27
Study research paper,Low,Study,27,2.12,2.93,Completed,1.38,2025-11-02 18:23:20
Schedule team outing,Medium,Personal,7,2.64,3.69,Completed,1.4,2025-12-09 12:41:35
Conduct code review,Medium,Work,10,2.1,1.92,Completed,0.91,2025-11-13 11:43:58
File expense reports,Medium,Personal,3,1.71,1.68,Completed,0.98,2026-01-04 14:06:33
Review quarterly report,High,Work,3,0.5,0.54,Completed,1.08,2026-03-18 05:40:23
Prepare sales forecast,High,Work,6,0.5,0.61,Completed,1.22,2026-01-12 15:38:00
Optimize database query,High,Work,1,3.07,2.5,Completed,0.81,2026-04-04 06:51:40
Read documentation,Low,Study,17,3.45,2.72,Completed,0.79,2026-03-09 12:04:37
Clean inbox,Low,Personal,13,0.52,0.76,Completed,1.46,2025-10-20 09:25:16
Update personal budget,Low,Personal,22,0.85,0.93,Completed,1.09,2026-04-10 23:01:01
Process invoices,Low,Work,19,3.16,1.58,Completed,0.5,2026-03-04 02:51:40
Plan weekly schedule,High,Personal,7,4.26,4.34,Completed,1.02,2026-04-03 15:31:00
Review pull request,Low,Work,26,4.52,5.04,Completed,1.12,2025-12-01 06:45:50
Process invoices,High,Work,3,3.43,3.14,Completed,0.92,2025-12-23 05:56:41
Study research paper,Low,Study,21,1.13,1.68,Completed,1.49,2025-11-05 08:45:59
Set up CI pipeline,High,Work,5,0.5,0.48,Completed,0.96,2026-01-22 04:09:10
Review lecture notes,High,Study,4,1.22,1.18,Completed,0.97,2025-10-23 04:07:11
Review lecture notes,High,Study,5,0.5,0.52,Completed,1.04,2025-10-26 18:23:20
Write test cases,High,Work,5,2.41,2.53,Completed,1.05,2025-11-11 07:43:04
Analyze user metrics,High,Work,5,3.31,3.15,Completed,0.95,2026-03-30 05:57:12
Write API documentation,High,Work,6,0.5,0.69,Completed,1.38,2026-03-13 04:39:11
Prepare sales forecast,High,Work,2,0.5,0.45,Completed,0.9,2026-04-12 09:31:25
Write test cases,High,Work,6,0.5,0.63,Completed,1.26,2026-04-13 08:47:57
Conduct code review,Medium,Work,6,0.5,0.57,Completed,1.14,2026-02-20 05:12:48
Review quarterly report,High,Work,2,28.04,35.1,Completed,1.25,2026-04-11 08:06:31
File expense reports,High,Personal,4,6.75,9.8,Completed,1.45,2026-03-01 22:32:28
Review lecture notes,Low,Study,16,3.76,6.29,Completed,1.67,2025-12-14 20:33:10
Prepare sales forecast,Low,Work,14,29.85,38.42,Completed,1.29,2026-01-05 19:15:29
Update CRM records,Low,Work,9,0.5,0.71,Completed,1.42,2026-04-15 12:57:03
Create sprint backlog,High,Work,2,2.01,2.04,Completed,1.01,2026-02-21 14:49:06
Draft email campaign,High,Work,7,1.5,1.93,Completed,1.29,2026-03-08 01:55:46
Set up CI pipeline,High,Work,6,4.02,4.94,Completed,1.23,2026-03-04 07:48:42
Read documentation,High,Study,7,3.71,3.73,Completed,1.01,2025-12-14 11:25:11
Attend stakeholder meeting,High,Work,6,1.97,2.56,Completed,1.3,2026-04-02 18:32:31
Draft email campaign,Low,Work,23,4.16,4.7,Completed,1.13,2025-11-18 18:58:07
Organize digital files,Low,Personal,18,6.54,6.27,Completed,0.96,2025-11-08 05:06:17
Create sprint backlog,High,Work,6,0.5,0.66,Completed,1.32,2025-11-30 01:18:46
Study research paper,High,Study,6,3.34,3.89,Completed,1.16,2026-03-28 21:59:11
Optimize database query,High,Work,1,1.47,1.52,Completed,1.03,2025-12-09 06:15:37
Schedule doctor appointment,Medium,Health,13,30.61,48.82,Completed,1.59,2025-11-11 03:12:44
Update project timeline,Low,Work,20,1.08,2.22,Completed,2.0,2026-02-16 10:36:56
Conduct code review,Medium,Work,3,0.5,0.6,Completed,1.2,2025-10-30 13:42:36
Draft email campaign,Low,Work,14,0.5,0.46,Completed,0.92,2026-01-06 09:57:29
Refactor authentication module,Low,Work,19,1.07,1.55,Completed,1.45,2026-03-01 15:41:54
Review lecture notes,Low,Study,11,2.09,4.3,Completed,2.0,2025-12-27 20:31:08
Optimize database query,Low,Work,8,4.44,7.56,Completed,1.7,2026-01-05 21:48:09
Complete online course module,High,Study,5,0.72,0.97,Completed,1.35,2026-03-06 04:19:44
Morning workout,High,Health,6,4.22,4.98,Completed,1.18,2026-04-12 22:56:37
Optimize database query,High,Work,4,0.5,0.51,Completed,1.02,2025-11-07 21:43:15
Yoga practice,Medium,Health,5,1.27,1.67,Completed,1.31,2026-01-02 16:29:25
Set up CI pipeline,Medium,Work,8,1.9,2.5,Completed,1.32,2026-02-05 18:44:00
Gym session,High,Health,6,0.86,0.86,Completed,1.0,2026-01-27 02:18:04
Write API documentation,Medium,Work,6,2.72,4.53,Completed,1.67,2025-12-20 20:42:30
Organize digital files,High,Personal,3,21.25,25.08,Completed,1.18,2026-03-22 08:30:41
Optimize database query,Low,Work,24,4.02,4.7,Completed,1.17,2026-03-28 18:00:28
Review technical whitepaper,Low,Study,17,1.71,1.78,Completed,1.04,2026-01-06 19:32:34
Analyze dataset,Low,Study,22,2.86,3.3,Completed,1.15,2026-03-21 14:26:36
Prepare healthy lunch,Low,Health,14,7.0,7.94,Completed,1.13,2025-10-21 15:37:50
Review lecture notes,High,Study,7,0.5,0.7,Completed,1.4,2026-03-10 19:48:39
Refactor authentication module,High,Work,2,0.5,0.56,Completed,1.12,2025-12-19 19:01:16
Conduct code review,High,Work,2,1.66,1.54,Completed,0.93,2026-02-04 01:40:28
Set up CI pipeline,Low,Work,8,13.95,21.25,Completed,1.52,2025-12-15 03:57:00
Read documentation,Medium,Study,13,3.5,3.61,Completed,1.03,2025-12-15 06:14:35
Attend stakeholder meeting,Medium,Work,6,1.31,1.58,Completed,1.21,2025-12-18 13:26:08
Create sprint backlog,High,Work,6,2.22,1.96,Completed,0.88,2025-11-20 23:22:30
Review technical whitepaper,Low,Study,22,1.99,1.59,Completed,0.8,2025-11-14 16:15:01
Prepare presentation slides,High,Study,6,2.36,1.84,Completed,0.78,2026-01-11 18:55:58
Prepare healthy lunch,High,Health,3,19.73,24.13,Completed,1.22,2025-11-30 09:51:25
Review technical whitepaper,Low,Study,14,1.84,1.76,Completed,0.96,2026-01-03 12:16:00
Clean inbox,High,Personal,7,2.6,2.99,Completed,1.15,2026-03-10 08:34:10
Track daily nutrients,High,Health,2,2.0,2.15,Completed,1.07,2025-11-20 16:17:52
Schedule team outing,High,Personal,2,4.71,4.75,Completed,1.01,2026-01-14 11:14:26
Conduct team standup,Low,Work,23,4.5,5.75,Completed,1.28,2026-04-08 23:42:49
Deploy to staging,Medium,Work,6,0.5,0.66,Completed,1.32,2025-12-22 21:18:19
Write API documentation,Low,Work,28,2.35,2.19,Completed,0.93,2025-10-27 14:12:41
Conduct team standup,High,Work,3,0.5,0.55,Completed,1.1,2026-03-30 21:35:48
Deploy to staging,High,Work,4,1.4,1.02,Completed,0.73,2025-10-21 23:49:53
Analyze dataset,High,Study,2,2.45,2.51,Completed,1.02,2025-11-17 07:58:38
Attend stakeholder meeting,Medium,Work,3,0.5,0.72,Completed,1.44,2026-04-13 15:10:44
Review pull request,High,Work,7,1.3,1.67,Completed,1.28,2025-12-20 05:18:12
Write test cases,Low,Work,9,2.0,2.6,Completed,1.3,2025-12-26 00:22:24
Prepare sales forecast,High,Work,1,0.99,1.16,Completed,1.17,2025-12-08 14:14:25
Update personal budget,High,Personal,3,0.6,0.58,Completed,0.97,2025-11-16 08:48:56
Schedule doctor appointment,High,Health,6,2.14,2.31,Completed,1.08,2025-12-22 23:38:42
Debug production issue,Low,Work,26,7.55,12.69,Completed,1.68,2025-12-28 21:32:14
Write research summary,High,Study,2,1.54,1.7,Completed,1.1,2025-12-01 22:50:35
Update CRM records,High,Work,4,0.81,0.94,Completed,1.16,2025-11-01 10:13:35
Write research summary,Medium,Study,14,2.12,3.02,Completed,1.42,2026-04-11 05:13:25
